OBJECTID_1,SABL_PWSID,BOUNDARY_TYPE,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,OBJECTID,ACTIVITY_STATUS_CD,ACTIVITY_DATE,OWNER_TYPE_CODE,COUNTY,POPULATION,REGULATING_AGENCY,FEDERAL_CLASSIFICATION,STATE_CLASSIFICATION,ADDR_LINE_ONE_TXT,ADDR_LINE_TWO_TXT,ADDRESS_CITY_NAME,ADDRESS_STATE_CODE,ADDRESS_ZIP_CODE,SERVICE_CONNECTIONS,GLOBALID,AC_PHONE_NUMBER,AC_EMAIL,BOUNDARY_FILETYPE,DT_VERIFIED,VERIFIED_STATUS,VERIFIED_NAME,VERIFIED_TYPE,Shape__Area,Shape__Length
1315131,CA4901287,Water Service Area,CA4901287,ROCHIOLI WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,195,A ,1976/01/01 08:00:00+00,P ,SONOMA,26,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6192 Westside Road, ,HEALDSBURG,CA  ,95448,6,{EE4D546F-3318-48A0-92BA-02F8CFBC8C40},707-433-2305                  ,rochioli@aol.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,430499.615233055,2671.5686804327
1315132,CA2810007,Water Service Area,CA2810007,TOWN OF YOUNTVILLE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,197,A ,1976/01/01 08:00:00+00,L ,NAPA,2751,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,6550 YOUNT ST, ,YOUNTVILLE,CA  ,94599,837,{24FA37AC-D3FC-463A-9188-C331C7C27846},707-944-8851                  ,jferons@yville.com,WBT Tool,,Not Verified,,,6503798.20058998,18539.3150320859
1315133,CA5800823,Water Service Area,CA5800823,RISELEN PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,1,A ,2016/07/28 07:00:00+00,P ,YUBA,100,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,10077 MARYSVILLE RD, ,DOBBINS,CA  ,95703,35,{83A7E153-75F0-4C3E-B9B4-45802C3BCB56},916-893-3498                  ,dylan.atlasgsi@gmail.com,WBT Tool,,Not Verified,,,56656.91010004,1102.62640940483
1315134,CA5000433,Water Service Area,CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,2,A ,1992/01/01 08:00:00+00,L ,STANISLAUS,1570,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,1205 East F Street, ,OAKDALE,CA  ,95361,473,{F011CD16-4813-4878-B6FF-D887ABF3D59F},209-840-5508                  ,smoody@oakdaleirrigation.com,WBT Tool,,Not Verified,,,905053.83332066,7647.65891566839
1315135,CA4400604,Water Service Area,CA4400604,BRACKEN BRAE COUNTRY CLUB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,3,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,40,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,395 Burnside Bend, ,BOULDER CREEK,CA  ,95006,24,{715FEE33-D793-4512-9F37-B6432797F53B},408-472-4891                  ,hpengineprep@gmail.com,WBT Tool,,Not Verified,,,245612.34903683,1985.31959860558
1315136,CA4400526,Water Service Area,CA4400526,BIG REDWOOD PARK WATER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,4,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,182,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,18575 Main Blvd, ,LOS GATOS,CA  ,95033,66,{FBBC78C5-C7F1-49F8-B74B-9CE2E39A121A},408-621-1712                  ,waldoburford@gmail.com,WBT Tool,,Not Verified,,,681849.41768141,3312.75943414729
1315137,CA2700970,Water Service Area,CA2700970,ROYAL SIERRA ESTATES WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,5,A ,2016/08/01 07:00:00+00,P ,MONTEREY,36,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,GREENFIELD,CA  ,93927,19,{50236DFD-E89B-4613-A38E-E6E0885D85DC},831-737-0490                  ,professorcs1@aol.com,WBT Tool,,Not Verified,,,81166.879366115,1373.14902623106
1315138,CA3110150,Water Service Area,CA3110150,CAL AM - WEST PLACER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,6,A ,2003/02/06 08:00:00+00,P ,PLACER,7412,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,4701 BELOIT DRIVE, ,SACRAMENTO,CA  ,95838,2246,{6B13173D-2011-4DEB-8C0D-70BD9E43666B},916-568-4278                  ,audie.foster@amwater.com,WBT Tool,,Pending,,,74034546.1650041,57281.6729994078
1315139,CA4901336,Water Service Area,CA4901336,MERRIAM WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,7,A ,2011/03/14 07:00:00+00,P ,SONOMA,50,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11650 Los Amigos Road, ,HEALDSBURG,CA  ,95448,4,{B8190BB8-8F52-4DE7-86F7-00CEE63C3A58},978-352-8155                  ,peter@merriamvineyards.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,77854.845019465,1210.35524515873
1315140,CA4800511,Water Service Area,CA4800511,COLLINSVILLE WATER WORKS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,9,A ,2022/08/11 07:00:00+00,P ,SOLANO,25,DISTRICT 04 - SAN FRANCISCO,COMMUNITY,COMMUNITY,1105 COLLINSVILLE ROAD, ,BIRDS LANDING,CA  ,94585,15,{94029A68-1477-4A39-96CA-986031388291},209-607-0011                  ,collinsvillewaterworks@yahoo.com,WBT Tool,,Not Verified,,,179270.761033615,1837.29030160936
1315141,CA5800832,Water Service Area,CA5800832,CASTLEWOOD MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,10,A ,2016/07/28 07:00:00+00,P ,YUBA,200,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,6057 GRIFFITH AVE, ,E. LINDA,CA  ,95901,88,{A42F5F66-51ED-4178-A78E-9B2A3CCDBEE7},530-635-3810                  ,verda2743@aol.com,WBT Tool,,Not Verified,,,85288.591703805,1303.17879380912
1315142,CA2701630,Water Service Area,CA2701630,PRUNEDALE CHEVRON WS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,12,A ,2016/08/01 07:00:00+00,P ,MONTEREY,35,LPA57 - MONTEREY COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8695 Prunedale North Road, ,PRUNEDALE,CA  ,93907,1,{AAA5A477-4036-4C90-97AF-9388322A84AB},831-663-3744                  ,fuelman8695@aol.com,WBT Tool,,Not Verified,,,10934.060872805,422.071786684712
1315143,CA3600399,Water Service Area,CA3600399,PARADISE MOBILE ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,13,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,190,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,24046 HWY 18, ,APPLE VALLEY,CA  ,92307,38,{93510659-536B-4444-AF0F-1B6402FFEC47},949-496-0893                  ,normaillu@cox.net,WBT Tool,,Not Verified,,,54429.090854475,1015.63886921616
1315144,CA5200255,Water Service Area,CA5200255,CORNING RV PARK,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,15,A ,2016/08/03 07:00:00+00,P ,TEHAMA,112,LPA82 - TEHAMA COUNTY,COMMUNITY,COMMUNITY,4720 BARHAM, ,CORNING,CA  ,96021,40,{EAFCE10B-5C5C-46EE-B65B-88E1ACD67527},415-250-0149                  ,S.SMITH@HIGNELL.COM,WBT Tool,,Pending,,,46330.676314005,871.071382426601
1315145,CA4900981,Water Service Area,CA4900981,PEDRONCELLI WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,16,A ,1985/04/12 07:00:00+00,P ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1220 Canyon Road, ,GEYSERVILLE,CA  ,95441,12,{084BF96B-CBD9-46EC-A03E-7CF80B8A6704},707-857-3531                  ,lance@pedroncelli.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,615914.059946025,4715.38222445936
1315146,CA3400179,Water Service Area,CA3400179,MC CLELLAN MHP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,18,A ,2016/08/08 07:00:00+00,P ,SACRAMENTO,700,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,5050 ROSEVILLE RD, ,NORTH HIGHLANDS,CA  ,95660,199,{8709656E-A4E3-4093-AC6A-155A82E0A23C},916-332-0812                  ,laurie@boavidamhp.com,WBT Tool,,Not Verified,,,92119.00415942,1311.08091724949
1315147,CA1500485,Water Service Area,CA1500485,ANTELOPE VALLEY MOBILE ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,20,A ,1979/03/22 07:00:00+00,P ,KERN,60,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,470 20TH STREET W, ,ROSAMOND,CA  ,93560,28,{A0DF9C13-3B5B-4961-ACA9-745A96AE86C5},,antelopevalleymhp@gmail.com,WBT Tool,,Not Verified,,,18090.3478706,548.913501839634
1315148,CA4400825,Water Service Area,CA4400825,ROARING CAMP RAILROAD INC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,21,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,193,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5401 Graham Hill Rd, ,FELTON,CA  ,95018,22,{9BA280C3-69E1-420C-BF1C-A1504BCCC1AC},831-440-9915                  ,Mike@roaringcamp.com,WBT Tool,,Not Verified,,,54016.263068735,939.31803543454
1315149,CA4400717,Water Service Area,CA4400717,KENNOLYN CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,22,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,239,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8400 Glen Haven Rd, ,SOQUEL,CA  ,95073,25,{0B1516E6-FA15-4D88-9784-D3DCECBEF6AB},831-479-6714                  ,facilities@kennolyn.com,WBT Tool,,Not Verified,,,2472.644753505,209.928635856409
1315150,CA4400726,Water Service Area,CA4400726,SEVENTH DAY ADVENTIST CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,23,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,578,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1931 Soquel San Jose Rd, ,SOQUEL,CA  ,95073,202,{930F9B0B-46A2-4B41-A769-8125E804BD77},831-464-4936                  ,tgallemore@cccsda.org,WBT Tool,,Not Verified,,,45513.57808818,897.817475130008
1315151,CA4400774,Water Service Area,CA4400774,SANTA CRUZ KOA CAMPGROUNDS,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,24,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,110,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1186 San Andreas Rd, ,WATSONVILLE,CA  ,95076,235,{2EA22FC4-7B19-43AB-B781-7E2482CD9AEB},831-722-0551                  ,skohl@koa.net,WBT Tool,,Not Verified,,,6086.43078319,311.52348085813
1315153,CA4400823,Water Service Area,CA4400823,SPRING HILLS GOLF COURSE,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,26,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,62,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,501 Spring Hills Dr, ,WATSONVILLE,CA  ,95076,2,{30C48092-7557-45BD-9EE8-4A79D7D3C2D9},831-246-0239                  ,amy@springhillsgolf.com,WBT Tool,,Not Verified,,,34444.776738745,743.224503796993
1315154,CA4400851,Water Service Area,CA4400851,KIM SON MONASTERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,27,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,55,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,574 Summit Rd, ,WATSONVILLE,CA  ,95076,2,{E9984B7D-3D29-4B79-B62C-8824B8B3F248},408-848-1541                  ,tvkimson@yahoo.com,WBT Tool,,Not Verified,,,28116.97130284,658.417664951538
1315155,CA4400764,Water Service Area,CA4400764,MOUNT MADONNA CENTER,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,28,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,170,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,445 Summit Rd, ,WATSONVILLE,CA  ,95076,31,{A635BCC8-F6E8-4A48-943F-71ABD3868B4A},408-639-3165                  ,soma@mountmadonna.org,WBT Tool,,Not Verified,,,25288.0006582,656.911628130957
1315156,CA1000097,Water Service Area,CA1000097,FCPG/LOST LAKE RECREATION AREA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,29,A ,1979/03/22 07:00:00+00,L ,FRESNO,109,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,FRIANT RD & LOST LAKE RD, ,FRIANT,CA  ,93626,20,{F3D1E767-FA77-4A2C-9FCB-A5949112AC0D},559-600-4308                  ,cbernal@fresnocountyca.gov,WBT Tool,,Not Verified,,,6637958.15000016,13809.2412972699
1315157,CA4901411,Water Service Area,CA4901411,ROTH WINERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,30,A ,2014/04/10 07:00:00+00,L ,SONOMA,25,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10309 Chalk Hill Road, ,HEALDSBURG,CA  ,95448,2,{2FB9EDC2-32E2-4801-B5DA-277F86F3250A},707-657-4847                  ,dholbrook@foleyfamilywines.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,19932.67659641,570.453467604644
1315158,CA3010068,Water Service Area,CA3010068,EAST ORANGE COUNTY WD - RZ,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,31,A ,1976/01/01 08:00:00+00,L ,ORANGE,3222,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,185 NORTH MCPHERSON ROAD, ,ORANGE,CA  ,92869,1208,{15BD7792-1B25-49C4-92E8-2A70D18DA3D6},714-538-5815                  ,dyoungblood@eocwd.com,WBT Tool,,Not Verified,,,3625544.69640304,9266.10141132626
1315159,CA3600087,Water Service Area,CA3600087,DEER LODGE WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,34,A ,2016/08/08 07:00:00+00,P ,SAN BERNARDINO,845,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,DEER LODGE PARK, ,LAKE ARROWHEAD,CA  ,92352,195,{32BB5D8A-CF90-449B-8832-33ECFF1D07D4},909-336-7165                  ,moconnell@lakearrowheadcsd.com,WBT Tool,2020/05/28 14:00:00+00,Verified,C. Cerri,Water System representative,892400.6769334,4180.85648356679
1315160,CA5400602,Water Service Area,CA5400602,EAGLE'S NEST RESORT,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/05 06:58:04+00,35,A ,2014/04/28 07:00:00+00,P ,TULARE,60,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,27798 Highway 190, ,PORTERVILLE,CA  ,93257,78,{0DE04AB5-F942-4E49-8A4D-8D20AB608A75},559-784-3948                  ,valarie.bowker1021@email.portervillecollege.edu,WBT Tool,2021/02/04 08:00:00+00,Verified,JAutry,State Board staff member,27512.208733685,753.372447520264
1315161,CA4500038,Water Service Area,CA4500038,DARRAH SPRINGS FISH HATCHERY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,37,A ,1976/01/01 08:00:00+00,S ,SHASTA,20,DISTRICT 02 - LASSEN,NON-PUBLIC,STATE SMALL WATER SYSTEM, ,OFF WILDCAT ROAD NORTH OF BATTLE CREEK,PAYNES CREEK,CA  ,96075,12,{8F4B3281-118A-480F-87ED-7FE5C65D42F2},530-474-3141                  ,george.parker@wildlife.ca.gov,WBT Tool,2019/09/02 07:00:00+00,Verified,K. Connaughton,District / LPA staff member,579678.666687035,3275.30089747283
1315162,CA5000071,Water Service Area,CA5000071,TWIN CYPRESS MOBILE HOME PARK,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2024/02/14 03:30:14+00,38,A ,2016/07/21 07:00:00+00,P ,STANISLAUS,112,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,16300 ORANGE BLOSSOM ROAD, ,OAKDALE,CA  ,95361,45,{577662DC-4D31-49EB-9163-FB533B8F8427},209-568-3765                  ,1unitypropertysolutions@gmail.com,WBT Tool,2024/02/13 16:00:00+00,Verified,S. Hedge,Water System representative,43541.226779675,893.812713257617
1315163,CA5603302,Water Service Area,CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,39,A ,2021/07/29 07:00:00+00,P ,VENTURA,24,NON LPA 86 - VENTURA COUNTY,NON-PUBLIC,STATE SMALL WATER SYSTEM,2317 Los Angeles Avenue, ,OXNARD,CA  ,93066,2,{7EB1BCAA-DB23-4C1F-8BF5-351FC9F73D06},805-647-7649                  ,jasonvis@yahoo.com,WBT Tool,,Not Verified,,,21212.18190916,670.163175103109
1315164,CA1910194,Water Service Area,CA1910194,ROWLAND WATER DISTRICT,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2023/10/05 05:27:06+00,40,A ,1976/01/01 08:00:00+00,L ,LOS ANGELES,54660,DISTRICT 22 - ANGELES,COMMUNITY,COMMUNITY,3021 SOUTH FULLERTON ROAD, ,ROWLAND HEIGHTS,CA  ,91748,13514,{FAD48727-D7FB-427A-A364-E063A7720CAC},562-697-1726                  ,DMOISIO@RWD.ORG,WBT Tool,2023/10/04 14:00:00+00,Verified,D. Moisio,Water System representative,58384670.2714125,43479.7634546314
1315165,CA4901384,Water Service Area,CA4901384,DUTTON RANCH CORPORATION,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,42,A ,2010/09/28 07:00:00+00,L ,SONOMA,75,DISTRICT 25 - MARIN,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3100 Gravenstein N Highway, ,SEBASTOPOL,CA  ,95472,2,{17160031-1D73-4ADA-AA1B-6BA41EB6F572},707-823-0448                  ,steve@duttonranch.com,WBT Tool,2019/09/02 07:00:00+00,Verified,J. Oakley,District / LPA staff member,13478.609600165,499.935667181971
1315166,CA5400744,Water Service Area,CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,SBUCKNAM,2020/10/20 03:20:27+00,epa\gisservice,2021/02/05 06:56:13+00,43,A ,2014/04/28 07:00:00+00,P ,TULARE,40,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,42156 EGGERS DR, ,THREE RIVERS,CA  ,93271,15,{B275E721-E520-482E-8B2A-EABF7FE4338A},559-320-6470                  ,deangallego4@gmail.com,WBT Tool,2021/02/04 08:00:00+00,Verified,JAutry,State Board staff member,163598.618118665,2028.44978546149
1315167,CA4400557,Water Service Area,CA4400557,ST FRANCIS TRACT WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,44,A ,2015/01/29 08:00:00+00,P ,SANTA CRUZ,118,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,121 Delaney Ave, ,WATSONVILLE,CA  ,95076,29,{B8CF98DF-7F96-4B1C-8B16-44C85DDBBACA},831-684-0477                  ,stfrancistractwater@gmail.com,WBT Tool,,Not Verified,,,103560.198064245,2572.93860163505
1315168,CA2700541,Water Service Area,CA2700541,DEL MONTE FARMS RD WS #03,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,45,A ,2016/08/01 07:00:00+00,P ,MONTEREY,55,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY,15829 DEL MONTE FARMS RD, ,CASTROVILLE,CA  ,95012,16,{FC78EF25-DB23-42C8-9091-C2C965AFC864},831-663-5290                  ,CURTLYKE@AOL.COM,WBT Tool,,Not Verified,,,85880.345646265,1808.63642116308
1315169,CA1510702,Water Service Area,CA1510702,EDWARDS AFB - AIR FORCE RESEARCH LAB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,46,A ,1976/01/01 08:00:00+00,F ,KERN,444,DISTRICT 19 - TEHACHAPI,NON-TRANSIENT NON-COMMUNITY,NON-TRANSIENT NON-COMMUNITY,40 N. WOLFE AVE., ,EDWARDS AIR FORCE BASE,CA  ,93524,117,{E1357BBF-FF0F-4209-8142-B6992E202F66},661-275-2190                  ,mark.edwards@us.af.mil,WBT Tool,,Not Verified,,,66864.38700413,1009.5142448315
1315170,CA1900901,Water Service Area,CA1900901,FIRE SUPPRESSION CAMP #19,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,50,A ,2015/11/04 08:00:00+00,L ,LOS ANGELES,125,DISTRICT 16 - CENTRAL,COMMUNITY,COMMUNITY,FORESTER & FIRE WARDEN,22550 EAST FORK RD,AZUSA,CA  ,91702,1,{7B918C27-B046-4312-91E8-4960EA74AD30},323-881-2462                  ,Thomas.Brown@fire.lacounty.gov,WBT Tool,,Not Verified,,,54009.689124295,987.336851839015
1315171,CA0707523,Water Service Area,CA0707523,BETHEL ISLAND ESTATES,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,53,A ,2016/05/10 07:00:00+00,P ,CONTRA COSTA,200,LPA37 - CONTRA COSTA COUNTY,COMMUNITY,COMMUNITY,4400 GATEWAY RD, ,BETHEL ISLAND,CA  ,94511,62,{E0A531D9-F3E8-467E-B855-626F67751826},916-569-8394                  ,brock@montechristomh.com,WBT Tool,,Not Verified,,,40972.49563051,886.610458967857
1315172,CA5210002,Water Service Area,CA5210002,GERBER LAS FLORES CSD,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,54,A ,1979/03/22 07:00:00+00,P ,TEHAMA,1200,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,331 San Benito Ave, ,GERBER,CA  ,96035,400,{A8BEF104-A3AE-49DC-9901-13E182A79ECC},530-385-1904                  ,rooneymurphy@gmail.com,WBT Tool,,Not Verified,,,3783469.62117758,8272.56434995782
1315173,CA4400907,Water Service Area,CA4400907,SWANTON BERRY FARM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,55,A ,2017/03/23 07:00:00+00,P ,SANTA CRUZ,25,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,25 Swanton Rd, ,DAVENPORT,CA  ,95017,3,{06A4D7E4-8B5F-44D1-9EB2-55583A76FA35},831-325-7452                  ,bear@swantonberryfarm.com,WBT Tool,,Not Verified,,,23868.23176637,643.094324325011
1315174,CA2900502,Water Service Area,CA2900502,FLORISTON WATER SYSTEM,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,56,A ,2016/08/08 07:00:00+00,P ,NEVADA,110,LPA59 - NEVADA COUNTY,COMMUNITY,COMMUNITY,22261 Juniper St, ,FLORISTON,CA  ,96111,45,{8EA9B6A0-D0BF-4805-8C26-B4F2CED902AB},530-414-4740                  ,secondamendmentjewelry@gmail.com,WBT Tool,,Not Verified,,,108434.80497975,1665.40097210512
1315175,CA4410016,Water Service Area,CA4410016,FOREST LAKES MWC,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,57,A ,1979/03/22 07:00:00+00,P ,SANTA CRUZ,1067,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,910 FERN AVENUE, ,FELTON,CA  ,95018,326,{D0CF87D4-7F76-4CAA-9924-6F98354334D2},831-335-5774                  ,forestlakes@cruzio.com,WBT Tool,,Not Verified,,,2636294.836607,8609.28512144343
1315176,CA3301756,Water Service Area,CA3301756,KKOTTONGNAE RETREAT CAMP,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,58,A ,2016/07/27 07:00:00+00,P ,RIVERSIDE,80,LPA63 - RIVERSIDE COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,37885 State Highway 79, ,TEMECULA,CA  ,92592,9,{1858FC42-2BB5-4947-A1B4-8E4DA295C8D8},951-302-3400                  ,kkotjun@hanmail.net,WBT Tool,,Not Verified,,,367984.633669565,2514.88077243131
1315178,CA1010062,Water Service Area,CA1010062,FCWWD #18/MIRA BELLA,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,61,A ,2018/06/08 07:00:00+00,L ,FRESNO,274,DISTRICT 23 - FRESNO,COMMUNITY,COMMUNITY,4591 N. Millerton Road, ,FRIANT,CA  ,93626,51,{B1FA22D4-23C7-4ACF-8B62-DEBF624D48FF},559-696-9408                  ,shane@fcwaterworks18.org,WBT Tool,,Not Verified,,,659828.06151882,3505.6193851665
1315180,CA4400908,Water Service Area,CA4400908,LOS ALTOS ROD AND GUN CLUB,SBUCKNAM,2020/10/20 03:20:27+00,SBUCKNAM,2020/10/20 03:20:27+00,64,A ,2017/03/07 08:00:00+00,P ,SANTA CRUZ,46,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,14750 Skyline Blvd, ,LOS GATOS,CA  ,95033,5,{F71DE305-5A98-43AF-A55B-A807FFD10B7A},925-997-0122                  ,president@largc.com,WBT Tool,,Not Verified,,,9772.37592065,422.341170258435
